ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Description,Tax status,Tax class,In stock?,Backorders allowed?,Sold individually?,Allow customer reviews?,Regular price,Categories,Tags,Images,Position
3143,simple,NN183,Pastel Floral,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,85,"Occasions > Anniversary, Best Sellers, Occasions > Birthday, Floral > Bouquet, Special Celebrations > Mother&#039;s day, Color > Pastel love",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN183.jpg,-98
3153,simple,NN190,Ravishing Red,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,120,"Occasions > Anniversary, Best Sellers, Floral > Bouquet, Color > Bright Sunrise, Special Celebrations > Valentine's day",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN190.jpg,93
3155,simple,NN191,Citrus Splash,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,75,"Occasions > Anniversary, Floral > Arrangement, Best Sellers, Occasions > Birthday, Color > Bright Sunrise, Occasions > Get Well, Special Celebrations > Mother&#039;s day, Occasions > New Baby, Occasions > Sympathy, Occasions > Thank You",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN191.jpg,0
3161,simple,NN201,White Memories,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,95,"Floral > Arrangement, Best Sellers, Special Celebrations > Christmas, Special Celebrations > Easter, Occasions > Sympathy, Color > White simplicity",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN201.jpg,-79
3164,simple,NN202,Purest Intentions,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,75,"Occasions > Anniversary, Floral > Arrangement, Best Sellers, Occasions > Birthday, Occasions > Get Well, Special Celebrations > Mother&#039;s day, Occasions > New Baby, Color > Pastel love, Occasions > Sympathy",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN202.jpg,-107
3168,simple,NN205,White beauty,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,65,"Floral > Arrangement, Best Sellers, Special Celebrations > Christmas, Special Celebrations > Easter, Occasions > Sympathy, Color > White simplicity",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN205.jpg,-81
3170,simple,NN208,White Dreams,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,65,"Best Sellers, Floral > Bouquet, Perfect Spot, Occasions > Sympathy, Color > White simplicity",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN208.jpg,-83
3182,simple,NN264,Expressions of Love,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,0,0,0,0,80,"Occasions > Anniversary, Best Sellers, Occasions > Birthday, Floral > Bouquet, Color > Bright Sunrise, Occasions > Get Well, Special Celebrations > Mother&#039;s day, Occasions > New Baby, Occasions > Thank You",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN264.jpg,-112
3185,simple,NN230,Love and Laughter,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,125,"Occasions > Anniversary, Best Sellers, Occasions > Birthday, Floral > Bouquet, Special Celebrations > Mother&#039;s day, Color > Pastel love, Special Celebrations, Occasions > Sympathy",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN230.jpg,-119
3195,simple,NN283,PINK Dream,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,119,"Occasions > Anniversary, Floral > Arrangement, Best Sellers, Occasions > Birthday, Color > Bright Sunset, Occasions > Get Well, Occasions > New Baby",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN283.jpg,-102
3197,simple,NN286,Purple Love,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,115,"Occasions > Anniversary, Floral > Arrangement, Best Sellers, Occasions > Birthday, Color > Bright Sunset, Occasions > Get Well, Occasions > New Baby, Floral > Tropical\, Orchids and Natives",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN286.jpg,-106
3199,simple,NN287,KYEWONG,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,165,"Occasions > Anniversary, Best Sellers, Occasions > Birthday, Color > Bright Sunrise, Special Celebrations > Christmas, Occasions > Get Well, Special Celebrations > Mother&#039;s day, Occasions > New Baby, Color > Pastel love, Occasions > Sympathy, Occasions > Thank You, Floral > Tropical\, Orchids and Natives, Occasions > Weddings",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN287.jpg,-108
3201,simple,NN289,LILAC BEAUTY,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,165,"Occasions > Anniversary, Best Sellers, Occasions > Birthday, Color > Bright Sunrise, Special Celebrations > Christmas, Special Celebrations > Easter, Occasions > Get Well, Color > Pastel love, Occasions > Sympathy",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN289.jpg,-109
3203,simple,NN292,SWEET SORBET,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,125,"Occasions > Anniversary, Best Sellers, Occasions > Birthday, Color > Bright Sunrise, Color > Bright Sunset, Special Celebrations > Christmas, Special Celebrations > Easter, Occasions > Get Well, Occasions > Sympathy",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN292.jpg,-109
3204,simple,NN296,Sweet Nicky,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,125,"Occasions > Anniversary, Best Sellers, Occasions > Birthday, Floral > Bouquet, Special Celebrations > Easter, Occasions > Get Well, Special Celebrations > Mother&#039;s day, Occasions > New Baby, Occasions > Sympathy, Occasions > Thank You, Floral > Tropical\, Orchids and Natives, Occasions > Weddings",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN296-1.jpg,-115
3218,simple,NN19,GRACEFUL BEAUTY,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,135,"Floral > Arrangement, Color > Bright Sunrise, Occasions > Hampers and Gifts, Occasions > New Baby",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN19.jpg,0
3220,simple,NN29,Tropical Sunshine,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,125,"Occasions > Anniversary, Occasions > Birthday, Color > Bright Sunrise, Special Celebrations > Christmas, Occasions > Sympathy, Occasions > Thank You",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN29.jpg,0
3224,simple,NN36,Warm Heart,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,145,"Color > Bright Sunrise, Occasions > Sympathy",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN36.jpg,0
3229,simple,NN39,It's love,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,135,"Floral > Arrangement, Color > Bright Sunrise, Occasions > Hampers and Gifts, Occasions > New Baby",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN39.jpg,0
3237,simple,NN73,Thanks Mum,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,165,"Occasions > Anniversary, Floral > Arrangement, Color > Bright Sunset, Special Celebrations > Mother&#039;s day, Perfect Spot, Occasions > Sympathy",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN73.jpg,0
